ID,year,party,race
6105,2019,Republican,Caucasian
6106,2019,Republican,Caucasian
6107,2019,Democrat,Caucasian
6108,2019,Republican,Caucasian
6109,2019,Republican,Caucasian
6110,2019,Republican,Caucasian
6111,2019,Independent,Caucasian
6112,2019,Independent,Caucasian
6113,2019,Democrat,Caucasian
6114,2019,Independent,Caucasian
6115,2019,Democrat,Caucasian
6116,2019,Republican,Caucasian
6117,2019,Independent,Caucasian
6118,2019,Independent,Caucasian
6119,2019,Independent,Caucasian
6120,2019,Unsure/Refused,Caucasian
6121,2019,Democrat,Caucasian
6122,2019,Republican,Caucasian
6123,2019,Independent,Caucasian
6124,2019,Republican,Caucasian
6125,2019,Independent,Caucasian
6126,2019,Republican,Caucasian
6127,2019,Independent,Caucasian
6128,2019,Independent,Caucasian
6129,2019,Republican,Caucasian
6130,2019,Democrat,Caucasian
6131,2019,Independent,Caucasian
6132,2019,Independent,Caucasian
6133,2019,Unsure/Refused,Caucasian
6134,2019,Democrat,Caucasian
6135,2019,Democrat,Caucasian
6136,2019,Republican,Caucasian
6137,2019,Independent,Caucasian
6138,2019,Republican,Caucasian
6139,2019,Independent,Caucasian
6140,2019,Democrat,Caucasian
6141,2019,Republican,Caucasian
6142,2019,Democrat,Caucasian
6143,2019,Democrat,Caucasian
6144,2019,Republican,Caucasian
6145,2019,Republican,Caucasian
6146,2019,Independent,Caucasian
6147,2019,Democrat,Caucasian
6148,2019,Democrat,Caucasian
6149,2019,Democrat,Caucasian
6150,2019,Republican,Caucasian
6151,2019,Independent,Caucasian
6152,2019,Independent,Caucasian
6153,2019,Republican,Caucasian
6154,2019,Independent,Caucasian
6155,2019,Republican,Caucasian
6156,2019,Democrat,Caucasian
6157,2019,Republican,Caucasian
6158,2019,Republican,Caucasian
6159,2019,Democrat,Caucasian
6160,2019,Republican,Caucasian
6161,2019,Republican,Caucasian
6162,2019,Independent,Caucasian
6163,2019,Independent,Caucasian
6164,2019,Republican,Caucasian
6165,2019,Republican,Caucasian
6166,2019,Independent,Caucasian
6167,2019,Republican,Caucasian
6168,2019,Independent,Caucasian
6169,2019,Independent,Caucasian
6170,2019,Independent,Caucasian
6171,2019,Democrat,Caucasian
6172,2019,Democrat,Caucasian
6173,2019,Independent,Caucasian
6174,2019,Independent,Caucasian
6175,2019,Independent,Caucasian
6176,2019,Independent,Caucasian
6177,2019,Republican,Caucasian
6178,2019,Democrat,Caucasian
6179,2019,Republican,Caucasian
6180,2019,Republican,Caucasian
6181,2019,Democrat,Caucasian
6182,2019,Republican,Caucasian
6183,2019,Independent,Caucasian
6184,2019,Independent,Caucasian
6185,2019,Republican,Caucasian
6186,2019,Independent,Caucasian
6187,2019,Republican,Caucasian
6188,2019,Republican,Caucasian
6189,2019,Democrat,Caucasian
6190,2019,Republican,Caucasian
6191,2019,Democrat,Caucasian
6192,2019,Republican,Caucasian
6193,2019,Independent,Caucasian
6194,2019,Democrat,Caucasian
6195,2019,Independent,Caucasian
6196,2019,Independent,Caucasian
6197,2019,Independent,Caucasian
6198,2019,Unsure/Refused,Caucasian
6199,2019,Democrat,Caucasian
6200,2019,Republican,Caucasian
6201,2019,Democrat,Caucasian
6202,2019,Republican,Caucasian
6203,2019,Republican,Caucasian
6204,2019,Democrat,Caucasian
6205,2019,Independent,Caucasian
6206,2019,Democrat,Caucasian
6207,2019,Republican,Caucasian
6208,2019,Independent,Caucasian
6209,2019,Independent,Caucasian
6210,2019,Independent,Caucasian
6211,2019,Republican,Caucasian
6212,2019,Democrat,Caucasian
6213,2019,Independent,Caucasian
6214,2019,Democrat,Caucasian
6215,2019,Independent,Caucasian
6216,2019,Republican,Caucasian
6217,2019,Republican,Caucasian
6218,2019,Republican,Caucasian
6219,2019,Republican,Caucasian
6220,2019,Democrat,Caucasian
6221,2019,Republican,Caucasian
6222,2019,Independent,Caucasian
6223,2019,Republican,Caucasian
6224,2019,Independent,Caucasian
6225,2019,Democrat,Caucasian
6226,2019,Independent,Caucasian
6227,2019,Republican,Caucasian
6228,2019,Independent,Caucasian
6229,2019,Republican,Caucasian
6230,2019,Republican,Caucasian
6231,2019,Republican,Caucasian
6232,2019,Republican,Caucasian
6233,2019,Democrat,Caucasian
6234,2019,Republican,Caucasian
6235,2019,Independent,Caucasian
6236,2019,Republican,Caucasian
6237,2019,Republican,Caucasian
6238,2019,Independent,Caucasian
6239,2019,Republican,Caucasian
6240,2019,Democrat,Caucasian
6241,2019,Independent,Caucasian
6242,2019,Democrat,Caucasian
6243,2019,Republican,Caucasian
6244,2019,Independent,Caucasian
6245,2019,Democrat,Caucasian
6246,2019,Democrat,Caucasian
6247,2019,Independent,Caucasian
6248,2019,Republican,Caucasian
6249,2019,Independent,Caucasian
6250,2019,Republican,Caucasian
6251,2019,Independent,Caucasian
6252,2019,Democrat,Caucasian
6253,2019,Independent,Caucasian
6254,2019,Republican,Caucasian
6255,2019,Independent,Caucasian
6256,2019,Democrat,Caucasian
6257,2019,Republican,Caucasian
6258,2019,Republican,Caucasian
6259,2019,Unsure/Refused,Caucasian
6260,2019,Unsure/Refused,Caucasian
6261,2019,Democrat,Caucasian
6262,2019,Republican,Caucasian
6263,2019,Independent,Caucasian
6264,2019,Republican,Caucasian
6265,2019,Democrat,Caucasian
6266,2019,Independent,Caucasian
6267,2019,Republican,Caucasian
6268,2019,Democrat,Caucasian
6269,2019,Republican,Caucasian
6270,2019,Republican,Caucasian
6271,2019,Republican,Caucasian
6272,2019,Independent,Caucasian
6273,2019,Republican,Caucasian
6274,2019,Republican,Caucasian
6275,2019,Democrat,Caucasian
6276,2019,Republican,Caucasian
6277,2019,Republican,Caucasian
6278,2019,Independent,Caucasian
6279,2019,Republican,Caucasian
6280,2019,Democrat,Caucasian
6281,2019,Republican,Caucasian
6282,2019,Democrat,Caucasian
6283,2019,Independent,Caucasian
6284,2019,Independent,Caucasian
6285,2019,Independent,Caucasian
6286,2019,Republican,Caucasian
6287,2019,Democrat,Caucasian
6288,2019,Independent,Caucasian
6289,2019,Republican,Caucasian
6290,2019,Independent,Caucasian
6291,2019,Democrat,Caucasian
6292,2019,Democrat,Caucasian
6293,2019,Republican,Caucasian
6294,2019,Independent,Caucasian
6295,2019,Republican,Caucasian
6296,2019,Democrat,Caucasian
6297,2019,Democrat,Caucasian
6298,2019,Republican,Caucasian
6299,2019,Republican,Caucasian
6300,2019,Democrat,Caucasian
6301,2019,Independent,Caucasian
6302,2019,Democrat,Caucasian
6303,2019,Independent,Caucasian
6304,2019,Independent,Caucasian
6305,2019,Independent,Caucasian
6306,2019,Republican,Caucasian
6307,2019,Democrat,Caucasian
6308,2019,Democrat,Caucasian
6309,2019,Independent,Caucasian
6310,2019,Republican,Caucasian
6311,2019,Democrat,Caucasian
6312,2019,Democrat,Caucasian
6313,2019,Republican,Caucasian
6314,2019,Republican,Caucasian
6315,2019,Independent,Caucasian
6316,2019,Republican,Caucasian
6317,2019,Independent,Caucasian
6318,2019,Independent,Caucasian
6319,2019,Democrat,Caucasian
6320,2019,Independent,Caucasian
6321,2019,Democrat,Caucasian
6322,2019,Democrat,Caucasian
6323,2019,Republican,Caucasian
6324,2019,Democrat,Caucasian
6325,2019,Republican,Caucasian
6326,2019,Republican,Caucasian
6327,2019,Republican,Caucasian
6328,2019,Democrat,Caucasian
6329,2019,Independent,Caucasian
6330,2019,Democrat,Caucasian
6331,2019,Independent,Caucasian
6332,2019,Republican,Caucasian
6333,2019,Democrat,Caucasian
6334,2019,Independent,Caucasian
6335,2019,Democrat,Caucasian
6336,2019,Republican,Caucasian
6337,2019,Republican,Caucasian
6338,2019,Republican,Caucasian
6339,2019,Independent,Caucasian
6340,2019,Republican,Caucasian
6341,2019,Republican,Caucasian
6342,2019,Independent,Caucasian
6343,2019,Unsure/Refused,Caucasian
6344,2019,Independent,Caucasian
6345,2019,Republican,Caucasian
6346,2019,Republican,Caucasian
6347,2019,Republican,Caucasian
6348,2019,Independent,Caucasian
6349,2019,Republican,Caucasian
6350,2019,Republican,Caucasian
6351,2019,Democrat,Caucasian
6352,2019,Independent,Caucasian
6353,2019,Republican,Caucasian
6354,2019,Independent,Caucasian
6355,2019,Republican,Caucasian
6356,2019,Democrat,Caucasian
6357,2019,Republican,Caucasian
6358,2019,Republican,Caucasian
6359,2019,Republican,Caucasian
6360,2019,Unsure/Refused,Caucasian
6361,2019,Democrat,Caucasian
6362,2019,Independent,Caucasian
6363,2019,Independent,Caucasian
6364,2019,Republican,Caucasian
6365,2019,Democrat,Caucasian
6366,2019,Independent,Caucasian
6367,2019,Democrat,Caucasian
6368,2019,Republican,Caucasian
6369,2019,Republican,Caucasian
6370,2019,Republican,Caucasian
6371,2019,Republican,Caucasian
6372,2019,Republican,Caucasian
6373,2019,Independent,Caucasian
6374,2019,Independent,Caucasian
6375,2019,Republican,Caucasian
6376,2019,Democrat,Caucasian
6377,2019,Republican,Caucasian
6378,2019,Independent,Caucasian
6379,2019,Democrat,Caucasian
6380,2019,Independent,Caucasian
6381,2019,Democrat,Caucasian
6382,2019,Independent,Caucasian
6383,2019,Independent,Caucasian
6384,2019,Republican,Caucasian
6385,2019,Democrat,Caucasian
6386,2019,Independent,Caucasian
6387,2019,Democrat,Caucasian
6388,2019,Independent,Caucasian
6389,2019,Republican,Caucasian
6390,2019,Independent,Caucasian
6391,2019,Republican,Caucasian
6392,2019,Republican,Caucasian
6393,2019,Republican,Caucasian
6394,2019,Independent,Caucasian
6395,2019,Independent,Caucasian
6396,2019,Democrat,Caucasian
6397,2019,Republican,Caucasian
6398,2019,Republican,Caucasian
6399,2019,Independent,Caucasian
6400,2019,Republican,Caucasian
6401,2019,Independent,Caucasian
6402,2019,Republican,Caucasian
6403,2019,Independent,Caucasian
6404,2019,Republican,Caucasian
6405,2019,Republican,Caucasian
6406,2019,Independent,Caucasian
6407,2019,Republican,Caucasian
6408,2019,Democrat,Caucasian
6409,2019,Democrat,Caucasian
6410,2019,Democrat,Caucasian
6411,2019,Democrat,Caucasian
6412,2019,Independent,Caucasian
6413,2019,Republican,Caucasian
6414,2019,Independent,Caucasian
6415,2019,Unsure/Refused,Caucasian
6416,2019,Independent,Caucasian
6417,2019,Democrat,Caucasian
6418,2019,Democrat,Caucasian
6419,2019,Independent,Caucasian
6420,2019,Republican,Caucasian
6421,2019,Independent,Caucasian
6422,2019,Democrat,Caucasian
6423,2019,Independent,Caucasian
6424,2019,Unsure/Refused,Caucasian
6425,2019,Independent,Caucasian
6426,2019,Democrat,Caucasian
6427,2019,Democrat,Caucasian
6428,2019,Republican,Caucasian
6429,2019,Independent,Caucasian
6430,2019,Independent,Caucasian
6431,2019,Democrat,Caucasian
6432,2019,Republican,Caucasian
6433,2019,Republican,Caucasian
6434,2019,Republican,Caucasian
6435,2019,Republican,Caucasian
6436,2019,Democrat,Caucasian
6437,2019,Independent,Caucasian
6438,2019,Independent,Caucasian
6439,2019,Independent,Caucasian
6440,2019,Democrat,Caucasian
6441,2019,Independent,Caucasian
6442,2019,Unsure/Refused,Caucasian
6443,2019,Democrat,Caucasian
6444,2019,Independent,Caucasian
6445,2019,Independent,Caucasian
6446,2019,Democrat,Caucasian
6447,2019,Democrat,Caucasian
6448,2019,Independent,Caucasian
6449,2019,Independent,Caucasian
6450,2019,Republican,Caucasian
6451,2019,Republican,Caucasian
6452,2019,Democrat,Caucasian
6453,2019,Republican,Caucasian
6454,2019,Republican,Caucasian
6455,2019,Independent,Caucasian
6456,2019,Independent,Caucasian
6457,2019,Democrat,Caucasian
6458,2019,Independent,Caucasian
6459,2019,Republican,Caucasian
6460,2019,Republican,Caucasian
6461,2019,Republican,Caucasian
6462,2019,Independent,Caucasian
6463,2019,Independent,Caucasian
6464,2019,Democrat,Caucasian
6465,2019,Republican,Caucasian
6466,2019,Republican,Caucasian
6467,2019,Independent,Caucasian
6468,2019,Democrat,Caucasian
6469,2019,Republican,Caucasian
6470,2019,Democrat,Caucasian
6471,2019,Democrat,Caucasian
6472,2019,Democrat,Caucasian
6473,2019,Independent,Caucasian
6474,2019,Democrat,Caucasian
6475,2019,Republican,Caucasian
6476,2019,Republican,Caucasian
6477,2019,Republican,Caucasian
6478,2019,Republican,Caucasian
6479,2019,Democrat,Caucasian
6480,2019,Independent,Caucasian
6481,2019,Republican,Caucasian
6482,2019,Republican,Caucasian
6483,2019,Democrat,Caucasian
6484,2019,Independent,Caucasian
6485,2019,Democrat,Caucasian
6486,2019,Democrat,Caucasian
6487,2019,Independent,Caucasian
6488,2019,Independent,Caucasian
6489,2019,Independent,Caucasian
6490,2019,Democrat,Caucasian
6491,2019,Democrat,Caucasian
6492,2019,Independent,Caucasian
6493,2019,Independent,Caucasian
6494,2019,Independent,Caucasian
6495,2019,Independent,Caucasian
6496,2019,Independent,Caucasian
6497,2019,Republican,Caucasian
6498,2019,Independent,Caucasian
6499,2019,Republican,Caucasian
6500,2019,Republican,Caucasian
6501,2019,Independent,Caucasian
6502,2019,Republican,Caucasian
6503,2019,Republican,Caucasian
6504,2019,Democrat,Caucasian
6505,2019,Republican,Caucasian
6506,2019,Democrat,Caucasian
6507,2019,Republican,Caucasian
6508,2019,Republican,Caucasian
6509,2019,Republican,Caucasian
6510,2019,Republican,Caucasian
6511,2019,Independent,Caucasian
6512,2019,Democrat,Caucasian
6513,2019,Independent,Caucasian
6514,2019,Unsure/Refused,Caucasian
6515,2019,Republican,Caucasian
6516,2019,Independent,Caucasian
6517,2019,Democrat,Caucasian
6518,2019,Democrat,Caucasian
6519,2019,Democrat,Caucasian
6520,2019,Democrat,Caucasian
6521,2019,Republican,Caucasian
6522,2019,Democrat,Caucasian
6523,2019,Republican,Caucasian
6524,2019,Republican,Caucasian
6525,2019,Republican,Caucasian
6526,2019,Independent,Caucasian
6527,2019,Republican,Caucasian
6528,2019,Republican,Caucasian
6529,2019,Democrat,Caucasian
6530,2019,Republican,Caucasian
6531,2019,Republican,Caucasian
6532,2019,Republican,Caucasian
6533,2019,Unsure/Refused,Caucasian
6534,2019,Democrat,Caucasian
6535,2019,Independent,Caucasian
6536,2019,Democrat,Caucasian
6537,2019,Independent,Caucasian
6538,2019,Republican,Caucasian
6539,2019,Republican,Caucasian
6540,2019,Republican,Caucasian
6541,2019,Independent,Caucasian
6542,2019,Democrat,Caucasian
6543,2019,Republican,Caucasian
6544,2019,Unsure/Refused,Caucasian
6545,2019,Republican,Caucasian
6546,2019,Independent,Caucasian
6547,2019,Republican,Caucasian
6548,2019,Independent,Caucasian
6549,2019,Republican,Caucasian
6550,2019,Unsure/Refused,Caucasian
6551,2019,Unsure/Refused,Caucasian
6552,2019,Democrat,Caucasian
6553,2019,Independent,Caucasian
6554,2019,Independent,Caucasian
6555,2019,Independent,Caucasian
6556,2019,Democrat,Caucasian
6557,2019,Republican,Caucasian
6558,2019,Republican,Caucasian
6559,2019,Democrat,Caucasian
6560,2019,Independent,Caucasian
6561,2019,Independent,Caucasian
6562,2019,Republican,Caucasian
6563,2019,Republican,Caucasian
6564,2019,Republican,Caucasian
6565,2019,Republican,Caucasian
6566,2019,Independent,Caucasian
6567,2019,Republican,Caucasian
6568,2019,Republican,Caucasian
6569,2019,Republican,Caucasian
6570,2019,Democrat,Caucasian
6571,2019,Republican,Caucasian
6572,2019,Democrat,Caucasian
6573,2019,Independent,Caucasian
6574,2019,Independent,Caucasian
6575,2019,Democrat,Caucasian
6576,2019,Republican,Caucasian
6577,2019,Democrat,Caucasian
6578,2019,Democrat,Caucasian
6579,2019,Republican,Caucasian
6580,2019,Republican,Caucasian
6581,2019,Independent,Caucasian
6582,2019,Republican,Caucasian
6583,2019,Democrat,Caucasian
6584,2019,Independent,Caucasian
6585,2019,Democrat,Caucasian
6586,2019,Unsure/Refused,Caucasian
6587,2019,Republican,Caucasian
6588,2019,Republican,Caucasian
6589,2019,Independent,Caucasian
6590,2019,Independent,Caucasian
6591,2019,Republican,Caucasian
6592,2019,Independent,Caucasian
6593,2019,Independent,Caucasian
6594,2019,Republican,Caucasian
6595,2019,Independent,Caucasian
6596,2019,Independent,Caucasian
6597,2019,Democrat,Caucasian
6598,2019,Democrat,Caucasian
6599,2019,Independent,Caucasian
6600,2019,Independent,Caucasian
6601,2019,Republican,Caucasian
6602,2019,Independent,Caucasian
6603,2019,Independent,Caucasian
6604,2019,Democrat,Caucasian
6605,2019,Democrat,Caucasian
6606,2019,Republican,Caucasian
6607,2019,Independent,Caucasian
6608,2019,Independent,Caucasian
6609,2019,Republican,Caucasian
6610,2019,Unsure/Refused,Caucasian
6611,2019,Democrat,Caucasian
6612,2019,Independent,Caucasian
6613,2019,Democrat,Caucasian
6614,2019,Democrat,Caucasian
6615,2019,Democrat,Caucasian
6616,2019,Independent,Caucasian
6617,2019,Independent,Caucasian
6618,2019,Republican,Caucasian
6619,2019,Independent,Caucasian
6620,2019,Republican,Caucasian
6621,2019,Democrat,Caucasian
6622,2019,Independent,Caucasian
6623,2019,Democrat,Caucasian
6624,2019,Democrat,Caucasian
6625,2019,Independent,Caucasian
6626,2019,Republican,Caucasian
6627,2019,Independent,Caucasian
6628,2019,Independent,Caucasian
6629,2019,Republican,Caucasian
6630,2019,Republican,Caucasian
6631,2019,Independent,Caucasian
6632,2019,Independent,Caucasian
6633,2019,Independent,Caucasian
6634,2019,Republican,Caucasian
6635,2019,Democrat,Caucasian
6636,2019,Republican,Caucasian
6637,2019,Independent,Caucasian
6638,2019,Independent,Caucasian
6639,2019,Independent,Caucasian
6640,2019,Independent,Caucasian
6641,2019,Independent,Caucasian
6642,2019,Republican,Caucasian
6643,2019,Democrat,Caucasian
6644,2019,Independent,Caucasian
6645,2019,Democrat,Caucasian
6646,2019,Independent,Caucasian
6647,2019,Unsure/Refused,Caucasian
6648,2019,Republican,Caucasian
6649,2019,Independent,Caucasian
6650,2019,Republican,Caucasian
6651,2019,Independent,Caucasian
6652,2019,Democrat,Caucasian
6653,2019,Independent,Caucasian
6654,2019,Republican,Caucasian
6655,2019,Democrat,Caucasian
6656,2019,Republican,Caucasian
6657,2019,Democrat,Caucasian
6658,2019,Republican,Caucasian
6659,2019,Independent,Caucasian
6660,2019,Republican,Caucasian
6661,2019,Republican,Caucasian
6662,2019,Independent,Caucasian
